Date,Total,Influneza A,Influneza B,Male,Female,Temperature,Minimum Temperature,Maximum Temperature,Relative humidity,Wind speed,Rainfall,Sunshine duration,Vapour pressure
2015/11/4,2,2,0,0,2,15.5,11.2,20.0,63,2.4,,10.4,11.0
2015/11/5,1,1,0,1,0,15.7,11.4,20.9,71,2.5,,7.3,12.6
2015/11/6,3,3,0,0,3,16.7,12.5,21.0,69,2.5,,10.1,12.9
2015/11/7,5,4,1,3,2,17.1,13.8,20.8,75,2.8,,3.5,14.5
2015/11/8,5,4,1,3,2,15.6,14.7,18.5,94,2.4,13.5,0,16.6
2015/11/9,3,2,1,0,3,21.1,18.4,23.2,90,5.2,2.0,0.3,22.5
2015/11/10,3,2,1,0,3,17.3,15.4,19.6,89,2.7,3.5,0,17.6
2015/11/11,2,2,0,0,2,15.4,13.9,18.0,59,3.0,0.0,1.8,10.2
2015/11/12,3,3,0,1,2,14.2,12.7,17.5,62,2.6,,3.5,10.0
2015/11/13,7,6,1,6,1,13.6,10.9,15.6,71,3.6,0.0,0.6,11.1
2015/11/14,1,1,0,0,1,13.3,12.6,14.2,92,4.7,13.5,0,14.2
2015/11/15,2,2,0,1,1,16.2,14.2,19.2,92,1.9,11.0,1.8,17.0
2015/11/16,3,3,0,1,2,17.5,13.4,21.7,74,1.9,0.5,7.3,14.8
2015/11/17,3,2,1,2,1,19.0,15.7,23.5,82,3.0,3.5,5.3,17.9
2015/11/18,0,0,0,0,0,17.3,15.0,20.7,92,2.1,19.0,2.4,18.2
2015/11/19,0,0,0,0,0,15.0,12.6,17.8,75,4.2,5.5,5.5,12.6
2015/11/20,1,1,0,0,1,14.2,12.9,15.9,75,2.7,0.0,0.4,12.2
2015/11/21,2,2,0,1,1,15.8,11.7,21.2,69,3.1,,8.2,12.0
2015/11/22,1,1,0,1,0,14.1,12.4,16.2,68,3.3,,0,10.9
2015/11/23,3,3,0,1,2,12.7,11.7,13.9,83,4.8,2.5,0,12.2
2015/11/24,7,6,1,4,3,14.4,12.3,17.8,77,3.4,4.5,4.4,12.5
2015/11/25,2,2,0,2,0,9.5,6.4,12.4,77,4.5,6.0,0,8.9
2015/11/26,2,2,0,1,1,9.3,6.4,12.3,90,4.6,22.0,1,10.5
2015/11/27,2,1,1,1,1,12.0,8.4,15.2,35,4.7,,9.8,4.8
2015/11/28,1,1,0,1,0,10.9,6.0,16.2,56,2.0,,9.8,7.3
2015/11/29,0,0,0,0,0,11.1,7.2,15.2,61,3.2,,6.8,7.9
2015/11/30,5,5,0,4,1,10.8,8.2,14.7,69,2.8,,6.2,8.9
2015/12/1,3,3,0,1,2,11.8,7.1,16.6,64,2.5,,9.5,8.6
2015/12/2,1,1,0,1,0,10.2,9.2,11.5,68,3.3,0.0,0,8.5
2015/12/3,3,2,1,2,1,11.4,9.5,13.8,87,2.4,8.5,0,11.7
2015/12/4,4,4,0,3,1,10.5,7.7,13.6,44,6.1,,9.5,5.6
2015/12/5,1,1,0,0,1,11.5,7.5,16.3,54,3.1,,9.6,7.2
2015/12/6,3,2,1,1,2,11.0,8.8,13.3,47,3.2,,4.6,6.2
2015/12/7,19,10,9,8,11,10.1,7.6,13.4,55,3.5,,7.1,6.8
2015/12/8,12,9,3,5,7,8.7,7.0,11.3,62,3.7,0.0,0.1,7.0
2015/12/9,11,2,9,6,5,8.7,4.9,12.6,66,2.4,,9.3,7.3
2015/12/10,8,7,1,2,6,9.6,6.0,13.1,77,2.1,16.5,3.1,9.2
2015/12/11,15,10,5,6,9,16.3,7.2,23.7,74,7.1,73.5,5.6,13.7
2015/12/12,18,12,6,7,11,13.3,11.2,15.6,56,3.9,0.0,7.1,8.5
2015/12/13,7,6,1,4,3,10.5,10.0,11.3,83,4.0,2.0,0,10.5
2015/12/14,22,19,3,10,12,12.0,11.0,13.3,77,2.9,0.0,0.6,10.8
2015/12/15,17,12,5,4,13,12.1,10.4,15.1,75,2.7,,2.5,10.6
2015/12/16,16,15,1,8,8,13.6,9.7,20.4,76,2.5,,7.9,11.7
2015/12/17,15,15,0,9,6,10.5,7.2,13.5,48,3.7,0.0,1.2,6.2
2015/12/18,19,18,1,8,11,8.9,6.1,12.7,40,4.2,,9.5,4.5
2015/12/19,10,9,1,7,3,7.9,5.2,12.2,47,4.5,,9.4,4.9
2015/12/20,10,9,1,8,2,8.1,4.1,11.4,50,2.5,,8.9,5.5
2015/12/21,35,26,9,19,16,9.9,7.1,16.0,58,3.0,0.0,0.3,7.2
2015/12/22,26,26,0,9,17,11.1,8.1,15.3,48,3.9,,4.3,6.2
2015/12/23,6,5,1,4,2,7.3,6.1,9.2,67,4.1,5.5,0,6.8
2015/12/24,33,29,4,16,17,10.4,5.9,16.0,84,3.5,3.5,5.5,10.5
2015/12/25,31,25,6,15,16,11.5,8.3,15.1,61,4.2,0.5,6.6,8.3
2015/12/26,22,20,2,10,12,9.4,6.3,13.4,50,3.9,0.0,8.4,6.0
2015/12/27,16,15,1,8,8,8.0,4.3,10.7,46,4.5,,6.2,5.0
2015/12/28,39,27,12,13,26,6.6,3.2,10.1,44,2.6,,7.3,4.4
2015/12/29,29,26,3,17,12,7.1,3.7,11.4,45,3.1,,9.3,4.4
2015/12/30,12,8,4,8,4,8.1,5.4,11.1,46,3.0,,7.8,5.0
2015/12/31,16,14,2,9,7,7.4,4.4,10.7,63,3.1,,6.4,6.6
2016/1/1,16,12,4,12,4,8.3,5.2,13.0,47,3.4,,9.4,4.9
2016/1/2,14,11,3,9,5,7.9,3.7,13.3,55,2.2,,5.9,5.9
2016/1/3,17,13,4,9,8,10.1,5.2,15.4,64,2.0,,7.9,8.0
2016/1/4,49,36,13,31,18,10.8,6.4,14.7,58,1.9,,9.3,7.5
2016/1/5,43,33,10,27,16,11.8,8.4,14.8,51,2.1,,8,7.0
2016/1/6,40,20,20,25,15,9.7,8.6,11.2,73,2.3,,0.4,8.8
2016/1/7,37,31,6,27,10,9.3,6.0,13.5,54,3.2,,6.4,6.3
2016/1/8,53,45,8,27,26,8.1,4.9,11.6,48,2.6,,8.4,5.2
2016/1/9,45,34,11,26,19,8.1,4.1,11.7,55,2.5,,9.3,5.9
2016/1/10,33,28,5,19,14,8.4,3.6,13.0,58,2.4,,9.5,6.3
2016/1/11,29,23,6,13,16,7.9,5.8,10.6,57,2.6,,1.7,6.1
2016/1/12,106,86,20,54,52,4.5,2.8,7.8,73,3.4,0.0,0,6.2
2016/1/13,73,56,17,34,39,5.8,1.9,10.1,60,2.0,,8.5,5.5
2016/1/14,75,57,18,43,32,7.1,1.6,11.2,54,2.0,,9.3,5.4
2016/1/15,79,55,24,43,36,6.5,3.3,10.8,68,3.5,0.0,7.5,6.5
2016/1/16,127,91,36,65,62,7.2,3.6,10.5,59,2.6,,9.3,6.0
2016/1/17,65,55,10,37,28,6.5,4.3,8.8,62,3.3,3.5,1.8,6.0
2016/1/18,212,164,48,108,104,4.5,0.5,9.3,90,5.9,45.5,0,7.6
2016/1/19,222,178,44,114,108,5.7,2.0,9.5,42,7.0,,9.7,3.9
2016/1/20,186,131,55,104,82,4.8,0.4,10.8,42,5.2,,7.5,3.6
2016/1/21,192,153,39,100,92,5.9,2.0,10.0,40,3.0,,7.2,3.7
2016/1/22,293,234,59,139,154,6.4,3.5,10.7,38,4.0,0.0,9,3.6
2016/1/23,259,212,47,133,126,4.8,3.1,6.7,53,3.2,0.0,0.4,4.6
2016/1/24,184,156,28,88,96,3.6,0.3,8.1,44,4.2,,8.2,3.4
2016/1/25,661,519,142,349,312,3.6,-0.9,8.2,28,2.5,,10.1,2.2
2016/1/26,456,345,111,234,222,4.7,0.6,9.4,48,2.5,,8.8,4.1
2016/1/27,422,314,108,215,207,7.3,1.4,13.3,50,2.5,,9.8,5.0
2016/1/28,459,366,93,236,223,8.6,3.1,13.4,48,1.8,,9.8,5.3
2016/1/29,567,442,125,318,249,5.8,3.4,7.8,81,3.2,21.0,0,7.4
2016/1/30,555,430,125,298,257,3.9,2.0,5.4,87,4.2,3.5,0,7.0
2016/1/31,308,244,64,185,123,6.8,3.5,9.8,66,1.9,,1.1,6.5
2016/2/1,1056,793,263,562,494,5.2,3.7,6.6,74,3.1,0.0,0,6.5
2016/2/2,711,526,185,373,338,6.0,3.3,9.6,48,3.8,0.0,8,4.4
2016/2/3,621,480,141,340,281,5.6,3.3,8.7,48,3.9,,7.2,4.3
2016/2/4,617,469,148,323,294,6.0,2.8,9.2,65,2.3,,5.8,6.1
2016/2/5,744,549,195,412,332,7.7,2.8,11.7,57,2.3,,9.3,5.8
2016/2/6,672,496,176,336,336,7.2,5.1,9.9,72,3.3,,2.1,7.4
2016/2/7,374,305,69,187,187,5.6,2.6,9.5,45,4.2,0.0,8.6,4.0
2016/2/8,1084,791,293,555,529,5.1,1.7,9.7,58,2.8,,6.6,5.1
2016/2/9,736,534,202,418,318,7.2,1.8,12.7,57,4.0,,10,5.5
2016/2/10,681,476,205,348,333,6.6,3.4,10.9,34,4.8,,10.4,3.2
2016/2/11,162,116,46,76,86,6.6,3.3,9.9,45,3.5,,9.4,4.3
2016/2/12,777,524,253,395,382,7.3,2.5,11.0,71,2.7,0.5,1.4,7.5
2016/2/13,576,398,178,291,285,14.5,8.2,20.3,73,4.3,0.0,8,12.5
2016/2/14,272,173,99,152,120,18.6,16.4,21.5,78,8.2,53.0,1.9,16.5
2016/2/15,887,541,346,448,439,8.8,3.0,18.6,57,4.8,0.5,1.2,6.5
2016/2/16,553,340,213,286,267,5.8,2.5,10.4,43,4.0,0.0,9.6,4.0
2016/2/17,430,252,178,222,208,6.8,2.9,13.8,41,4.8,0.0,7.9,4.0
2016/2/18,382,185,197,205,177,6.7,3.1,10.6,54,3.1,,7.4,5.4
2016/2/19,425,211,214,218,207,11.0,4.4,17.5,51,2.6,,9.7,6.5
2016/2/20,366,203,163,182,184,8.2,7.0,10.7,77,3.5,39.5,0.4,8.3
2016/2/21,159,87,72,90,69,10.3,6.8,15.9,60,3.7,,6.3,7.4
2016/2/22,595,297,298,319,276,7.4,6.0,10.0,55,3.5,0.0,1.4,5.7
2016/2/23,372,182,190,195,177,7.5,5.6,10.1,80,2.4,0.0,1.9,8.2
2016/2/24,360,164,196,197,163,6.5,3.1,7.8,50,4.3,0.0,0,4.8
2016/2/25,287,124,163,142,145,4.4,1.4,7.6,64,2.5,0.5,5.1,5.2
2016/2/26,359,166,193,188,171,6.3,1.7,11.1,50,3.0,,10.7,4.7
2016/2/27,269,115,154,153,116,8.2,3.6,13.0,47,4.6,,8.9,5.2
2016/2/28,184,81,103,99,85,9.7,5.8,14.8,61,3.5,0.5,7.5,7.2
2016/2/29,578,243,335,305,273,8.6,5.4,14.4,80,3.6,7.0,1.7,9.1
2016/3/1,353,128,225,174,179,5.6,2.9,9.7,34,4.5,0.0,10.2,3.0
2016/3/2,309,103,206,176,133,6.9,2.1,12.0,44,2.8,,9.8,4.5
2016/3/3,284,92,192,129,155,10.4,4.4,17.1,53,2.2,,10.9,6.6
2016/3/4,325,105,220,170,155,11.1,7.7,15.5,63,2.7,0.0,8.1,8.3
2016/3/5,233,79,154,126,107,11.7,8.4,16.5,69,3.2,,6.1,9.6
2016/3/6,156,58,98,79,77,12.9,9.2,16.6,83,3.5,16.5,2.6,12.7
2016/3/7,455,114,341,241,214,15.0,12.9,17.0,96,2.5,87.5,0,16.3
2016/3/8,275,52,223,147,128,15.4,12.7,20.5,88,2.4,,4.8,15.2
2016/3/9,261,46,215,149,112,9.4,4.5,15.9,86,3.2,26.5,0,10.2
2016/3/10,182,34,148,111,71,6.6,4.2,8.7,70,4.0,0.0,0,6.7
2016/3/11,201,38,163,111,90,5.0,3.4,6.4,77,2.4,1.0,0,6.7
2016/3/12,138,25,113,68,70,6.4,4.1,8.4,68,2.9,0.0,1.1,6.6
2016/3/13,70,10,60,35,35,7.3,4.6,10.9,68,3.5,,0.9,6.9
2016/3/14,227,41,186,114,113,5.8,3.8,7.3,88,5.5,44.5,0,8.1
2016/3/15,163,38,125,85,78,8.7,4.1,14.3,49,5.4,0.5,11.3,5.2
2016/3/16,169,30,139,94,75,9.5,4.9,13.0,53,2.6,,2.5,6.5
2016/3/17,165,35,130,83,82,12.9,7.6,19.8,59,2.4,,11.4,8.5
2016/3/18,161,44,117,84,77,14.9,8.4,19.1,65,4.2,0.0,7.3,11.0
2016/3/19,138,28,110,68,70,15.3,14.3,16.9,85,3.5,19.5,1.5,14.7
2016/3/20,113,23,90,58,55,12.8,10.3,15.6,54,4.0,0.5,2.7,8.0
2016/3/21,61,7,54,36,25,9.6,8.1,12.0,61,2.9,0.0,3.9,7.2
2016/3/22,251,52,199,125,126,11.3,7.2,16.8,51,3.8,,7.9,7.1
2016/3/23,135,21,114,69,66,12.1,8.3,17.9,56,3.2,,8.4,7.8
2016/3/24,109,26,83,67,42,6.9,4.8,9.4,72,2.6,0.0,1.1,7.2
2016/3/25,100,12,88,56,44,8.6,4.1,13.7,41,3.3,0.0,6.9,4.5
2016/3/26,92,16,76,48,44,8.2,5.7,11.0,52,3.2,0.0,5.2,5.8
2016/3/27,63,12,51,38,25,10.5,6.9,15.2,67,3.4,0.0,6.1,8.6
2016/3/28,152,19,133,71,81,11.2,8.7,14.3,78,2.8,10.0,2.2,10.3
2016/3/29,116,21,95,64,52,12.6,7.6,18.1,65,3.6,,9.7,9.1
2016/3/30,112,12,100,68,44,15.1,11.1,19.6,52,4.4,,3.1,8.7
2016/3/31,86,11,75,40,46,15.3,11.1,20.3,47,3.3,,9.9,8.1
2016/4/1,90,19,71,49,41,13.2,8.2,18.9,67,3.6,4.0,3,10.1
2016/4/2,69,10,59,33,36,10.9,8.1,13.6,72,3.5,1.5,0,9.3
2016/4/3,41,9,32,22,19,13.5,9.9,17.8,87,2.8,3.5,0.2,13.4
2016/4/4,136,18,118,78,58,16.3,10.3,22.2,87,4.8,8.0,1.2,16.3
2016/4/5,63,14,49,32,31,11.2,10.0,12.3,78,2.4,0.5,0,10.3
2016/4/6,68,5,63,38,30,14.5,9.1,18.6,64,2.4,,6.1,10.3
2016/4/7,54,7,47,25,29,15.1,11.5,21.2,90,3.8,43.5,0,15.7
2016/4/8,46,3,43,27,19,16.9,14.0,22.1,65,2.7,,3.5,12.4
2016/4/9,47,11,36,22,25,17.2,12.3,22.6,65,3.7,,9.6,12.6
2016/4/10,25,2,23,12,13,17.4,13.7,22.5,66,2.3,,3.5,12.7
2016/4/11,51,13,38,22,29,12.0,8.3,16.7,55,4.8,,2.5,7.8
2016/4/12,41,7,34,25,16,11.1,6.5,15.2,47,4.0,,11.1,6.4
2016/4/13,55,3,52,24,31,14.9,11.2,19.9,78,3.2,6.0,1,13.2
2016/4/14,30,8,22,18,12,15.0,13.2,17.0,93,2.8,39.5,0,15.7
2016/4/15,41,8,33,22,19,16.8,12.9,20.8,42,4.2,,11.9,7.7
2016/4/16,26,1,25,11,15,16.4,12.5,20.9,52,3.5,,4.8,9.8
2016/4/17,17,3,14,9,8,19.2,17.1,21.8,78,8.3,1.0,3.2,17.5
2016/4/18,63,10,53,30,33,18.8,14.3,24.5,69,4.1,1.0,5.9,14.6
2016/4/19,55,6,49,23,32,16.7,13.4,21.9,60,3.4,0.0,11.2,11.4
2016/4/20,34,3,31,22,12,15.4,11.1,19.6,58,3.9,,11.8,10.0
2016/4/21,33,7,26,19,14,16.7,13.3,20.0,78,4.7,10.0,0,14.8
2016/4/22,31,5,26,17,14,16.6,13.3,22.0,81,3.5,0.5,6.8,15.3
2016/4/23,22,0,22,8,14,17.7,14.3,21.8,80,3.3,0.0,2.9,16.2
2016/4/24,9,0,9,5,4,15.8,12.7,18.4,73,2.6,5.0,0,13.0
2016/4/25,29,4,25,15,14,18.1,14.4,22.8,59,2.1,,9.4,12.1
2016/4/26,31,3,28,15,16,19.2,15.1,24.7,69,3.0,,10.6,15.0
2016/4/27,16,1,15,10,6,17.9,15.7,21.1,83,2.8,1.0,0.4,17.0
2016/4/28,8,2,6,3,5,14.8,14.2,15.8,98,3.2,27.5,0,16.6
2016/4/29,3,0,3,0,3,16.4,13.7,21.2,51,6.5,1.5,7.6,9.2
2016/4/30,12,2,10,4,8,16.7,12.5,21.3,46,4.0,,12.7,9.0
2016/5/1,4,0,4,2,2,18.9,12.9,26.2,61,2.3,,9.8,13.1
2016/5/2,18,1,17,11,7,18.0,14.3,22.1,76,2.8,,6.5,15.6
2016/5/3,10,2,8,3,7,20.1,17.4,23.8,78,5.0,,6.1,18.3
2016/5/4,5,4,1,2,3,21.7,18.5,26.4,60,8.5,19.5,9.7,14.9
2016/5/5,6,3,3,3,3,22.4,18.2,27.2,39,4.7,,12.7,10.1
2016/5/6,11,2,9,6,5,18.6,16.1,21.1,62,3.3,0.5,0,13.2
2016/5/7,4,2,2,2,2,20.8,16.7,24.6,62,6.0,0.0,10,15.4
2016/5/8,2,0,2,2,0,20.8,18.0,25.4,49,3.9,,11,11.7
2016/5/9,5,1,4,1,4,18.0,15.9,21.3,85,2.6,18.5,0,17.3
2016/5/10,3,0,3,2,1,19.1,16.1,23.2,90,3.3,4.5,0.7,19.8
2016/5/11,4,1,3,3,1,22.0,19.1,25.6,83,7.4,13.5,4.5,21.9
2016/5/12,3,0,3,1,2,21.1,18.0,26.8,61,3.1,,13.3,15.0
2016/5/13,1,0,1,1,0,20.6,17.4,25.7,72,2.7,,11.7,17.0
2016/5/14,1,0,1,0,1,20.1,15.2,24.4,64,3.6,,10.1,15.0
2016/5/15,0,0,0,0,0,17.6,13.6,22.4,68,3.4,0.0,12.4,13.5
2016/5/16,0,0,0,0,0,19.2,15.2,23.8,74,4.4,,2.4,16.3
2016/5/17,3,0,3,3,0,18.9,16.0,21.1,93,3.8,29.0,0,20.3
2016/5/18,1,0,1,0,1,20.1,14.5,25.5,53,3.5,,13.5,11.8
2016/5/19,2,0,2,0,2,19.6,15.8,24.2,53,3.9,,11.4,12.0
2016/5/20,2,0,2,0,2,17.3,15.4,20.3,66,3.3,,2.3,13.0
2016/5/21,0,0,0,0,0,18.9,14.1,24.1,69,3.2,1.5,12.9,14.9
2016/5/22,3,1,2,3,0,22.2,17.3,28.9,56,3.2,,13.1,14.6
2016/5/23,3,1,2,1,2,23.4,17.1,29.8,47,2.3,,12.5,13.2
2016/5/24,2,1,1,2,0,23.5,19.2,29.1,58,3.8,,9.9,16.4
2016/5/25,1,0,1,0,1,22.0,20.6,24.1,77,5.4,0.0,0.4,20.4
2016/5/26,2,1,1,2,0,22.7,20.6,26.4,82,5.8,0.0,3.8,22.3
2016/5/27,1,1,0,1,0,19.6,16.9,22.1,90,3.4,19.5,0,20.7
2016/5/28,1,0,1,1,0,19.5,16.1,24.1,79,1.8,,1.3,17.6
2016/5/29,5,3,2,3,2,21.6,16.8,27.2,76,2.7,0.0,10.3,19.3
2016/5/30,1,0,1,0,1,17.3,15.5,21.0,93,3.6,22.5,0,18.3
2016/5/31,4,1,3,2,2,20.2,16.0,25.1,82,3.6,0.0,6.4,19.2
2016/6/1,1,0,1,1,0,21.3,18.3,25.7,59,4.0,1.0,5.8,14.8
2016/6/2,0,0,0,0,0,21.1,17.1,25.7,35,6.2,,12.9,8.6
2016/6/3,0,0,0,0,0,19.6,15.6,24.1,53,4.5,,13,12.3
2016/6/4,0,0,0,0,0,21.4,18.0,25.6,69,5.8,0.0,7.6,17.6
2016/6/5,2,1,1,2,0,18.7,17.0,20.9,83,2.9,6.5,1.9,17.9
2016/6/6,1,1,0,1,0,19.9,16.9,23.6,79,2.7,0.0,1.8,18.3
2016/6/7,0,0,0,0,0,19.7,18.7,21.1,87,2.1,1.5,0,19.9
2016/6/8,0,0,0,0,0,21.6,17.5,26.5,77,2.5,3.0,5.3,19.4
2016/6/9,1,1,0,0,1,21.1,19.6,23.6,95,2.3,10.5,0,23.7
2016/6/10,0,0,0,0,0,23.3,19.8,28.2,76,3.2,,12.3,21.3
2016/6/11,0,0,0,0,0,23.1,18.7,28.5,70,3.2,,11.6,19.5
2016/6/12,0,0,0,0,0,23.5,21.0,27.7,78,3.1,0.0,7.4,22.3
2016/6/13,0,0,0,0,0,20.0,18.4,22.2,96,5.0,78.5,0,22.4
2016/6/14,0,0,0,0,0,22.1,19.3,26.6,73,3.4,,7.2,19.4
2016/6/15,0,0,0,0,0,21.5,20.0,24.3,80,2.6,0.0,0,20.5
2016/6/16,0,0,0,0,0,22.1,20.2,24.0,85,3.1,6.5,0.1,22.6
2016/6/17,0,0,0,0,0,24.0,19.6,29.6,81,2.7,1.0,5.9,24.0
2016/6/18,0,0,0,0,0,26.5,23.5,31.5,54,3.4,,12.5,18.3
2016/6/19,0,0,0,0,0,23.9,21.3,27.4,77,3.7,6.0,3.7,22.6
2016/6/20,0,0,0,0,0,24.4,20.6,28.9,83,2.2,1.5,6,25.1
2016/6/21,0,0,0,0,0,23.0,20.5,25.1,88,1.9,13.5,2.2,24.7
2016/6/22,0,0,0,0,0,22.8,21.1,24.8,89,2.3,0.0,0,24.6
2016/6/23,0,0,0,0,0,23.2,21.6,27.5,90,2.5,15.5,3.4,25.6
2016/6/24,0,0,0,0,0,22.9,21.6,25.6,86,2.9,0.0,0.5,23.8
2016/6/25,0,0,0,0,0,25.6,22.4,28.6,78,7.0,1.5,1.2,25.4
2016/6/26,0,0,0,0,0,24.9,22.0,28.9,61,3.3,,9.9,18.9
2016/6/27,0,0,0,0,0,24.4,21.9,29.3,70,2.9,,9.3,21.1
2016/6/28,0,0,0,0,0,19.3,17.4,22.3,95,2.6,24.0,0,21.3
2016/6/29,0,0,0,0,0,21.3,19.6,24.3,89,1.7,5.0,0,22.3
2016/6/30,0,0,0,0,0,22.9,20.2,26.6,86,1.4,0.0,0.6,24.0
2016/7/1,1,1,0,0,1,25.4,22.8,30.1,81,2.0,0.0,6.7,26.2
2016/7/2,0,0,0,0,0,26.5,22.5,30.8,80,3.7,0.0,7.3,27.4
2016/7/3,0,0,0,0,0,28.9,24.9,33.5,71,5.6,,7.9,28.0
2016/7/4,0,0,0,0,0,27.6,23.8,32.7,78,2.4,26.5,10.8,28.3
2016/7/5,0,0,0,0,0,22.2,20.4,25.5,84,3.3,0.0,0,22.5
2016/7/6,0,0,0,0,0,23.7,20.6,28.0,82,3.0,,6.1,24.0
2016/7/7,1,1,0,1,0,27.4,22.8,34.9,75,2.7,,12.8,26.5
2016/7/8,0,0,0,0,0,24.7,23.1,27.6,80,2.2,0.0,0.2,25.0
2016/7/9,0,0,0,0,0,22.4,20.5,24.1,94,3.2,17.5,0,25.6
2016/7/10,0,0,0,0,0,25.2,20.9,30.3,82,2.4,,11.2,25.8
2016/7/11,1,1,0,1,0,27.2,23.0,32.8,73,2.6,,12.4,25.6
2016/7/12,0,0,0,0,0,26.5,24.1,31.0,81,2.8,0.0,7,27.9
2016/7/13,0,0,0,0,0,25.3,23.7,27.4,91,1.5,1.0,0,29.2
2016/7/14,1,1,0,0,1,26.8,22.5,32.5,83,2.5,61.0,7.5,28.7
2016/7/15,0,0,0,0,0,22.9,21.5,25.3,92,2.4,110.0,0,25.7
2016/7/16,1,1,0,1,0,24.0,21.6,28.2,81,2.6,0.0,2.7,24.3
2016/7/17,0,0,0,0,0,26.4,23.5,29.6,85,2.6,,1.4,29.4
2016/7/18,0,0,0,0,0,28.6,25.7,32.0,76,3.0,0.0,8.2,29.2
2016/7/19,0,0,0,0,0,27.9,25.7,31.6,73,3.1,0.0,8.7,27.3
2016/7/20,0,0,0,0,0,26.2,24.0,29.5,80,3.0,2.5,3.5,27.1
2016/7/21,0,0,0,0,0,21.9,21.1,24.2,98,2.5,61.5,0,25.6
2016/7/22,1,1,0,1,0,21.8,20.8,22.7,86,2.8,9.0,0,22.4
2016/7/23,0,0,0,0,0,22.7,20.5,25.6,71,3.0,,1.5,19.6
2016/7/24,0,0,0,0,0,24.0,20.8,27.7,75,2.9,,8.4,22.2
2016/7/25,0,0,0,0,0,24.9,22.0,29.0,75,2.2,,5.2,23.4
2016/7/26,0,0,0,0,0,24.0,21.8,27.7,86,2.9,1.0,0.8,25.5
2016/7/27,0,0,0,0,0,24.1,22.8,26.7,85,3.2,0.0,0.3,25.4
2016/7/28,0,0,0,0,0,26.2,23.4,30.4,80,3.0,0.0,6.7,26.7
2016/7/29,2,2,0,1,1,26.8,23.4,32.0,75,2.7,,12.1,26.0
2016/7/30,0,0,0,0,0,27.4,23.3,32.4,74,2.0,0.0,12.5,26.2
2016/7/31,0,0,0,0,0,27.6,25.5,31.4,77,2.8,0.0,7.3,28.2
2016/8/1,0,0,0,0,0,27.2,24.5,30.8,81,3.0,1.0,3.1,29.0
2016/8/2,0,0,0,0,0,26.6,23.1,30.1,86,2.5,4.5,4.2,29.6
2016/8/3,0,0,0,0,0,27.1,24.3,31.1,83,2.5,4.0,5.6,29.5
2016/8/4,0,0,0,0,0,28.2,25.1,33.2,79,3.0,,12.1,29.8
2016/8/5,0,0,0,0,0,28.5,25.2,33.3,77,3.3,,12.5,29.8
2016/8/6,0,0,0,0,0,28.9,26.1,33.7,77,2.7,,11,30.4
2016/8/7,0,0,0,0,0,28.8,25.6,33.3,72,3.6,,12.7,28.1
2016/8/8,0,0,0,0,0,29.2,26.0,33.1,65,5.5,0.0,7.1,25.9
2016/8/9,0,0,0,0,0,31.6,26.8,37.4,56,3.0,,8.9,25.5
2016/8/10,1,1,0,0,1,29.3,26.6,33.5,68,3.9,0.0,8,27.6
2016/8/11,0,0,0,0,0,27.2,25.4,30.4,70,2.9,0.0,3.3,25.2
2016/8/12,2,2,0,0,2,26.6,24.7,30.6,72,3.0,0.0,5.3,24.7
2016/8/13,0,0,0,0,0,26.4,23.8,30.7,70,2.9,,8.1,23.9
2016/8/14,1,1,0,0,1,26.4,23.9,29.8,67,2.8,,7.1,22.9
2016/8/15,2,1,1,2,0,27.2,24.9,30.9,74,3.7,0.0,2.2,26.5
2016/8/16,0,0,0,0,0,27.1,23.9,31.6,81,4.1,33.5,2.2,28.9
2016/8/17,0,0,0,0,0,28.7,23.5,33.0,78,6.1,9.5,9.5,30.3
2016/8/18,2,2,0,0,2,28.4,26.3,32.9,83,3.0,4.5,5.9,32.1
2016/8/19,1,0,1,1,0,28.2,25.6,32.1,79,3.3,0.0,7.5,29.7
2016/8/20,0,0,0,0,0,26.3,24.3,30.3,91,3.5,18.5,2.1,31.2
2016/8/21,0,0,0,0,0,28.0,24.6,32.7,82,2.8,0.0,6,30.6
2016/8/22,1,1,0,0,1,26.3,23.1,28.0,93,5.0,104.0,0,31.8
2016/8/23,0,0,0,0,0,27.0,24.9,29.7,84,3.3,0.0,0.7,30.2
2016/8/24,1,1,0,0,1,26.5,24.2,31.4,84,2.6,5.5,4.9,29.1
2016/8/25,0,0,0,0,0,27.9,24.3,32.4,78,2.6,,11.9,28.8
2016/8/26,0,0,0,0,0,28.4,24.9,32.9,76,3.0,,12.5,28.7
2016/8/27,1,1,0,0,1,24.8,21.7,27.9,85,2.9,2.5,1.1,26.6
2016/8/28,0,0,0,0,0,22.5,21.1,24.3,89,3.0,10.5,0,24.4
2016/8/29,0,0,0,0,0,26.1,22.4,30.7,88,3.8,2.5,2.9,29.6
2016/8/30,1,1,0,1,0,25.6,24.3,27.7,83,5.5,20.0,2.1,27.2
2016/8/31,0,0,0,0,0,27.0,23.7,30.5,63,5.8,,11.5,22.4
2016/9/1,4,4,0,4,0,27.2,24.1,31.8,71,3.0,,11.1,25.3
2016/9/2,4,4,0,3,1,26.9,24.1,31.2,75,3.2,,11,26.5
2016/9/3,7,7,0,2,5,27.0,25.2,31.1,79,3.1,2.0,6.4,27.8
2016/9/4,0,0,0,0,0,27.0,24.6,31.4,85,2.3,12.0,5.7,29.9
2016/9/5,1,1,0,0,1,28.2,25.1,32.5,78,3.0,0.0,10.2,29.5
