Date,Total,Influneza A,Influneza B,Male,Female,Temperature,Minimum Temperature,Maximum Temperature,Relative humidity,Wind speed,Rainfall,Sunshine duration,Vapour pressure
2019/5/16,20,1,19,10,10,20.3,16.8,25.6,66,2.7,0.0,12.2,15.3
2019/5/17,18,1,17,15,3,20.5,17.1,25.5,66,2.7,,12.4,15.5
2019/5/18,7,2,5,2,5,20.4,17.2,24.8,66,2.8,0.0,8.4,15.7
2019/5/19,10,1,9,4,6,20.3,17.6,24.9,64,3.3,,8.1,15.2
2019/5/20,13,2,11,9,4,20.4,17.3,24.9,72,4.5,0.5,5.6,17.2
2019/5/21,10,3,7,6,4,19.8,17.3,21.7,97,6.4,93.0,0,22.4
2019/5/22,5,1,4,2,3,19.6,15.8,24.1,61,3.0,,10.7,13.6
2019/5/23,10,3,7,4,6,21.2,16.2,27.1,51,3.3,,12,12.4
2019/5/24,6,0,6,2,4,22.3,17.8,28.7,58,2.5,,13.2,15.2
2019/5/25,7,0,7,1,6,23.8,18.4,31.0,60,2.7,,13.5,16.9
2019/5/26,0,0,0,0,0,24.3,19.6,31.3,65,2.6,,11.3,19.0
2019/5/27,2,0,2,1,1,25.2,19.6,30.9,61,3.1,,12.2,19.0
2019/5/28,5,0,5,2,3,22.2,18.5,26.0,68,6.6,3.5,0.2,18.1
2019/5/29,5,0,5,2,3,20.3,18.1,26.3,81,3.9,11.0,3.6,19.2
2019/5/30,6,2,4,6,0,21.5,18.4,25.7,60,3.8,0.0,13,15.0
2019/5/31,2,1,1,1,1,21.4,19.6,24.1,74,4.0,0.0,0.9,18.9
2019/6/1,4,0,4,2,2,21.8,19.3,26.2,72,3.0,0.0,7.3,18.7
2019/6/2,2,0,2,1,1,21.9,19.8,24.4,74,2.7,0.0,1.2,19.5
2019/6/3,2,0,2,1,1,22.2,19.7,26.2,71,2.6,0.0,6.7,18.7
2019/6/4,2,0,2,1,1,22.5,18.5,27.3,73,2.8,,9.3,19.4
2019/6/5,8,0,8,4,4,22.4,20.3,25.2,75,2.9,,3.3,20.2
2019/6/6,0,0,0,0,0,24.6,19.9,31.0,69,2.6,,11.2,20.9
2019/6/7,2,1,1,1,1,21.1,18.8,24.1,91,2.0,22.0,0,22.7
2019/6/8,1,0,1,1,0,20.7,19.2,25.1,89,2.8,1.5,1.9,21.7
2019/6/9,2,0,2,1,1,18.0,16.0,20.1,87,3.3,11.5,0,17.9
2019/6/10,2,0,2,0,2,16.4,15.2,17.4,99,6.8,92.5,0,18.4
2019/6/11,3,0,3,0,3,18.6,15.3,24.0,76,4.2,2.0,4.2,16.1
2019/6/12,3,0,3,3,0,18.2,15.3,22.7,79,2.5,3.5,1.6,16.2
2019/6/13,1,0,1,1,0,21.0,15.6,26.2,69,3.3,,13.7,17.0
2019/6/14,3,1,2,1,2,22.1,18.7,26.1,71,3.7,0.0,8.5,18.5
2019/6/15,1,0,1,0,1,17.3,16.3,20.3,95,3.4,46.5,0,18.8
2019/6/16,0,0,0,0,0,23.5,17.2,28.9,62,5.4,7.5,13.3,17.2
2019/6/17,4,1,3,2,2,23.5,18.9,28.8,52,3.6,,10.7,14.8
2019/6/18,4,0,4,1,3,23.2,20.4,27.5,68,3.2,,8.5,19.0
2019/6/19,1,0,1,1,0,23.6,19.9,28.6,72,3.3,,11.6,20.8
2019/6/20,0,0,0,0,0,23.8,21.4,28.4,76,3.2,0.0,5.8,22.1
2019/6/21,0,0,0,0,0,24.4,21.6,29.5,78,4.3,0.0,4.9,23.7
2019/6/22,2,2,0,1,1,22.2,21.0,24.4,87,3.0,6.0,0.1,23.3
2019/6/23,0,0,0,0,0,21.6,20.6,22.9,85,2.1,0.0,0,21.8
2019/6/24,3,1,2,1,2,19.6,18.5,22.0,93,2.9,48.0,0.5,21.1
2019/6/25,1,1,0,0,1,22.1,18.2,27.2,79,2.8,,6.7,20.7
2019/6/26,1,1,0,1,0,24.4,20.5,29.1,74,3.9,,12.6,22.1
2019/6/27,1,1,0,1,0,25.3,23.2,27.7,81,5.5,1.5,3.3,26.1
2019/6/28,0,0,0,0,0,25.7,21.7,31.1,83,3.3,6.5,4.1,27.1
2019/6/29,1,1,0,0,1,20.8,19.7,21.7,95,2.1,6.0,0,23.3
2019/6/30,0,0,0,0,0,23.8,20.8,28.9,93,4.0,16.0,0.9,27.6
2019/7/1,1,1,0,1,0,23.5,22.1,25.5,94,1.6,2.0,0,27.2
2019/7/2,2,2,0,2,0,24.2,22.8,27.1,88,2.4,0.5,0.6,26.7
2019/7/3,1,0,1,1,0,25.1,22.7,28.9,84,2.3,0.5,2.6,26.4
2019/7/4,3,3,0,2,1,23.0,21.0,25.2,92,4.4,27.5,0.1,25.9
2019/7/5,4,3,1,3,1,22.1,20.1,25.0,82,2.4,6.0,0.6,21.8
2019/7/6,0,0,0,0,0,20.9,19.5,23.0,91,3.2,18.5,0,22.4
2019/7/7,2,2,0,2,0,19.4,18.1,21.0,97,8.1,14.5,0,22.0
2019/7/8,5,3,2,4,1,20.5,18.1,24.1,78,4.4,,3.1,18.8
2019/7/9,0,0,0,0,0,20.2,19.0,21.7,76,2.3,0.0,0,18.0
2019/7/10,4,3,1,1,3,21.5,18.8,26.3,73,3.3,0.0,7.5,18.7
2019/7/11,4,3,1,4,0,20.5,17.8,24.7,77,2.0,2.0,0.4,18.5
2019/7/12,0,0,0,0,0,20.1,17.9,21.6,96,3.0,10.0,0,22.7
2019/7/13,0,0,0,0,0,23.4,20.9,26.7,88,2.1,1.5,0.6,25.4
2019/7/14,2,1,1,2,0,21.5,20.4,23.2,97,2.3,29.0,0,24.8
2019/7/15,0,0,0,0,0,21.4,19.8,23.9,90,2.2,7.5,0,23.0
2019/7/16,5,4,1,4,1,20.6,19.3,21.9,99,2.4,33.0,0,23.9
2019/7/17,3,3,0,3,0,23.6,20.5,28.2,88,2.3,0.5,3.6,25.6
2019/7/18,2,2,0,2,0,25.8,22.2,30.5,85,2.5,7.0,4.2,28.1
2019/7/19,3,3,0,1,2,26.8,23.8,30.5,82,3.3,1.0,4.3,28.5
2019/7/20,2,2,0,0,2,26.7,24.8,28.9,86,1.7,0.0,0,29.9
2019/7/21,2,0,2,1,1,25.7,23.6,28.5,89,2.0,0.0,0.9,29.2
2019/7/22,3,2,1,1,2,23.6,22.5,24.9,93,1.5,0.0,0,27.2
2019/7/23,3,2,1,0,3,25.2,23.0,29.6,89,2.4,1.0,3.4,28.6
2019/7/24,3,2,1,1,2,27.1,24.0,31.6,82,2.4,0.0,6.8,28.8
2019/7/25,3,3,0,1,2,28.1,25.2,32.5,79,3.5,0.0,8.3,29.5
2019/7/26,2,1,1,1,1,28.2,25.5,32.5,76,4.6,1.5,10.2,28.7
2019/7/27,5,5,0,2,3,28.0,25.2,31.0,84,6.0,7.0,5.3,31.7
2019/7/28,2,2,0,2,0,27.9,25.2,32.2,83,4.3,4.5,5.3,30.9
2019/7/29,5,4,1,2,3,28.8,25.8,33.0,79,3.1,0.0,9.5,31.2
2019/7/30,2,2,0,1,1,29.1,26.4,33.1,79,3.7,,8.7,31.6
2019/7/31,4,3,1,3,1,29.4,26.6,33.8,78,3.5,,11.2,31.8
2019/8/1,4,3,1,1,3,29.8,26.5,34.8,78,2.9,,12.4,32.2
2019/8/2,1,1,0,0,1,29.6,26.7,34.5,78,3.2,0.0,12.3,32.1
2019/8/3,1,1,0,0,1,29.1,26.1,33.7,75,3.3,0.0,12.7,29.9
2019/8/4,0,0,0,0,0,29.2,25.7,34.1,73,2.5,0.0,12.8,29.0
2019/8/5,2,2,0,1,1,29.6,26.2,34.4,74,2.6,,12.2,30.5
2019/8/6,2,2,0,1,1,29.7,27.3,34.6,75,4.0,,9.1,31.0
2019/8/7,2,2,0,0,2,29.5,26.8,34.4,73,3.6,,9.6,29.9
2019/8/8,3,3,0,1,2,29.4,26.2,33.8,74,3.5,,12.1,30.3
2019/8/9,0,0,0,0,0,29.6,26.6,34.8,71,4.2,,11.3,29.0
2019/8/10,3,3,0,3,0,29.2,26.4,33.7,74,3.5,,8.3,29.8
2019/8/11,1,0,1,0,1,29.7,26.0,35.6,73,2.7,,11.4,29.9
2019/8/12,2,1,1,0,2,28.8,26.3,33.6,79,2.2,0.0,6.3,31.0
2019/8/13,1,1,0,1,0,29.1,26.4,34.3,82,2.2,3.0,5.2,32.8
2019/8/14,0,0,0,0,0,29.3,27.0,32.7,83,3.8,6.0,6.3,33.6
2019/8/15,3,1,2,2,1,28.7,25.9,32.2,85,6.9,9.5,1.9,33.3
2019/8/16,2,1,1,0,2,28.6,27.8,30.9,79,7.5,0.0,2.9,30.9
2019/8/17,0,0,0,0,0,30.0,27.4,34.1,70,4.9,,12.2,29.4
2019/8/18,0,0,0,0,0,30.1,26.7,34.8,72,2.8,,8.4,30.5
2019/8/19,0,0,0,0,0,28.7,26.8,32.5,78,3.1,0.0,4,30.8
2019/8/20,0,0,0,0,0,28.3,26.3,33.5,80,2.9,0.5,3.7,30.4
2019/8/21,1,1,0,0,1,28.2,24.9,33.1,75,3.2,0.0,4.8,28.5
2019/8/22,0,0,0,0,0,27.2,24.5,31.2,82,2.8,0.0,2,29.4
2019/8/23,0,0,0,0,0,27.0,24.4,30.0,84,3.9,5.0,0,30.0
2019/8/24,1,1,0,1,0,27.5,24.9,31.1,72,2.8,0.0,6.6,26.1
2019/8/25,1,0,1,0,1,26.2,22.6,31.4,73,3.3,0.5,10.3,24.4
2019/8/26,8,3,5,6,2,25.3,22.6,29.5,78,3.2,26.5,4,24.8
2019/8/27,3,0,3,3,0,25.4,23.3,29.2,82,2.4,2.5,1.9,26.2
2019/8/28,0,0,0,0,0,25.9,22.9,27.7,85,6.1,15.5,0.2,28.2
2019/8/29,1,1,0,1,0,29.0,26.7,32.7,72,6.2,0.5,7.3,28.6
2019/8/30,9,9,0,4,5,26.2,23.9,28.0,82,4.8,17.0,0.7,28.0
2019/8/31,1,1,0,0,1,27.9,24.7,32.4,72,3.3,0.0,6.6,27.0
2019/9/1,5,4,1,3,2,27.9,25.3,31.9,75,2.4,0.0,8.7,28.0
2019/9/2,8,6,2,1,7,28.1,24.6,33.0,75,3.2,0.0,11.5,28.2
2019/9/3,8,8,0,4,4,26.3,23.5,30.6,86,2.9,42.0,1.9,29.3
2019/9/4,9,8,1,2,7,24.0,22.2,26.9,84,2.5,0.5,0.2,25.0
2019/9/5,6,5,1,5,1,26.3,23.6,30.2,74,1.8,0.0,3.7,25.3
2019/9/6,5,5,0,4,1,28.1,24.1,33.0,75,2.7,,11.9,28.2
2019/9/7,14,13,1,7,7,28.5,25.5,33.2,77,1.9,,7.8,29.7
2019/9/8,2,2,0,1,1,28.4,26.0,32.4,85,3.3,20.5,5.7,32.6
2019/9/9,10,9,1,4,6,28.7,24.9,34.0,81,6.4,157.0,6.8,31.4
2019/9/10,5,5,0,4,1,29.6,26.6,34.2,74,2.5,0.0,10.7,30.7
2019/9/11,9,9,0,3,6,28.2,25.8,32.2,79,3.2,0.0,6.1,29.9
2019/9/12,6,6,0,1,5,25.7,23.6,28.4,65,3.9,0.0,3.7,21.6
2019/9/13,5,4,1,3,2,23.2,21.7,24.6,61,2.8,,0,17.5
2019/9/14,7,7,0,4,3,22.7,20.4,25.2,73,3.8,0.0,1,20.3
2019/9/15,8,7,1,6,2,25.6,21.5,31.1,71,3.5,3.5,6.3,22.7
2019/9/16,2,2,0,1,1,23.1,21.7,25.1,95,4.6,23.5,0,26.8
2019/9/17,11,11,0,9,2,26.0,23.1,30.6,77,3.1,,11.4,25.4
2019/9/18,11,11,0,9,2,21.3,19.2,24.3,85,2.3,15.5,0.4,21.4
2019/9/19,12,12,0,5,7,22.8,19.5,26.9,68,3.2,0.0,7.9,18.8
2019/9/20,4,4,0,1,3,23.1,20.3,26.8,63,2.9,0.0,10,17.8
2019/9/21,10,10,0,7,3,22.6,21.5,24.8,68,2.3,0.0,0.1,18.7
2019/9/22,6,6,0,4,2,22.8,20.0,27.3,76,3.2,18.0,4.4,20.9
2019/9/23,6,6,0,2,4,25.9,20.7,30.3,84,6.1,1.5,4.3,28.0
2019/9/24,15,14,1,7,8,26.3,23.8,31.3,69,2.9,0.0,5.7,23.3
2019/9/25,10,10,0,5,5,24.6,22.2,28.0,66,2.7,0.0,7.8,20.4
2019/9/26,10,9,1,5,5,23.1,20.7,27.1,71,2.9,,7.2,20.0
2019/9/27,6,6,0,4,2,23.6,20.3,28.5,72,2.2,,9.8,20.8
2019/9/28,8,8,0,4,4,24.2,20.8,28.7,74,2.5,0.0,5.3,22.2
2019/9/29,5,5,0,3,2,24.4,22.1,27.7,85,2.1,0.0,1.9,25.8
2019/9/30,10,10,0,4,6,25.2,22.5,29.4,73,2.7,,4.2,23.2
2019/10/1,11,8,3,6,5,24.8,21.9,29.4,67,2.2,,9.8,20.4
2019/10/2,6,4,2,4,2,24.1,20.9,29.2,73,2.3,,9.3,21.6
2019/10/3,8,8,0,5,3,24.7,21.8,28.3,72,3.6,0.0,2.8,22.3
2019/10/4,7,7,0,3,4,25.5,22.5,29.4,68,5.9,7.5,6.2,22.1
2019/10/5,6,6,0,2,4,25.7,21.8,30.6,59,3.1,,10.9,19.1
2019/10/6,10,10,0,7,3,21.4,19.6,23.8,77,3.4,0.5,0.8,19.7
2019/10/7,9,7,2,6,3,20.6,18.4,25.2,74,3.4,5.5,2.3,17.8
2019/10/8,7,7,0,1,6,22.6,18.2,28.0,82,4.1,3.5,4.2,22.1
2019/10/9,3,3,0,1,2,21.3,18.7,25.3,50,4.3,,10.7,12.4
2019/10/10,4,4,0,3,1,19.8,16.0,24.5,70,3.8,12.5,4.2,16.1
2019/10/11,9,9,0,7,2,19.9,16.8,21.9,93,4.7,16.0,0,21.7
2019/10/12,3,3,0,2,1,23.7,21.9,24.9,94,7.5,192.5,0,27.7
2019/10/13,9,9,0,4,5,24.8,20.6,28.5,53,5.0,0.0,11.1,16.6
2019/10/14,5,5,0,2,3,17.2,15.4,20.8,83,4.8,6.5,0,16.0
2019/10/15,4,4,0,1,3,18.5,16.3,22.0,78,3.2,0.5,0.8,16.6
2019/10/16,6,6,0,2,4,16.5,14.3,18.7,68,2.9,0.0,0.2,12.9
2019/10/17,7,6,1,3,4,16.6,16.0,18.2,80,3.5,1.0,0,15.0
2019/10/18,9,9,0,5,4,16.7,14.9,18.4,85,3.9,5.0,0,16.1
2019/10/19,8,8,0,3,5,18.2,14.7,21.5,94,3.5,43.5,0.4,19.6
2019/10/20,2,2,0,0,2,20.8,18.7,24.2,80,2.6,0.0,2.5,19.4
2019/10/21,9,9,0,3,6,18.6,15.3,21.0,74,3.1,10.5,0.2,15.9
2019/10/22,4,4,0,2,2,15.9,14.4,17.5,87,7.2,48.5,0.3,15.7
2019/10/23,12,12,0,7,5,18.7,13.3,24.0,73,2.1,,8.7,15.6
2019/10/24,12,12,0,5,7,18.6,15.5,20.8,75,3.4,0.0,0,16.0
2019/10/25,7,7,0,3,4,15.4,14.7,16.5,93,6.3,100.0,0,16.2
2019/10/26,12,12,0,6,6,19.1,14.2,24.4,76,2.4,0.0,5.4,16.5
2019/10/27,4,4,0,2,2,18.7,16.6,21.8,74,2.3,0.0,4.3,15.9
2019/10/28,18,15,3,8,10,17.9,16.1,21.2,68,3.2,,6.7,13.9
2019/10/29,13,13,0,5,8,15.0,13.9,16.8,88,3.3,11.0,0,15.0
2019/10/30,13,13,0,11,2,17.0,12.8,22.1,80,1.7,,8.9,15.3
2019/10/31,12,11,1,5,7,17.3,15.1,21.2,80,2.3,,5.8,15.7
2019/11/1,9,9,0,3,6,17.8,12.7,22.4,67,2.7,,10,13.5
2019/11/2,11,11,0,4,7,16.6,14.0,19.3,59,3.1,,7.9,11.2
2019/11/3,5,5,0,2,3,16.2,13.8,18.5,74,2.6,0.0,1.3,13.7
2019/11/4,14,13,1,7,7,16.0,13.4,19.8,63,3.2,0.0,8.6,11.4
2019/11/5,14,14,0,9,5,14.8,10.5,19.1,52,2.1,,10.1,8.7
2019/11/6,8,7,1,2,6,15.3,10.4,20.5,63,2.2,,10.1,10.9
2019/11/7,20,20,0,9,11,16.9,11.4,22.5,58,3.9,,7.5,11.0
2019/11/8,19,19,0,12,7,15.8,13.9,19.1,53,4.1,,8.7,9.6
2019/11/9,11,11,0,7,4,14.3,12.5,17.6,60,2.5,,4.8,9.8
2019/11/10,7,7,0,5,2,14.7,10.3,18.5,63,2.9,,9.8,10.4
2019/11/11,29,29,0,15,14,14.0,11.1,18.0,85,2.3,12.5,4.9,13.5
2019/11/12,25,25,0,12,13,16.1,10.9,22.1,57,3.2,,10.1,9.9
2019/11/13,31,31,0,17,14,14.5,12.8,17.2,55,3.3,0.5,1.6,9.1
2019/11/14,29,28,1,18,11,18.1,13.0,23.5,57,5.2,0.5,4.7,12.3
2019/11/15,29,28,1,18,11,13.8,11.3,17.5,59,2.5,,7.8,9.4
2019/11/16,51,50,1,17,34,14.3,9.5,19.1,61,2.0,,9.9,9.6
2019/11/17,20,20,0,8,12,14.3,10.5,19.8,52,3.1,,9.1,8.3
2019/11/18,90,90,0,51,39,16.7,9.9,21.7,67,5.2,0.0,6.9,13.3
2019/11/19,91,91,0,44,47,16.8,12.5,20.6,70,4.1,3.0,7,13.7
2019/11/20,53,52,1,25,28,12.3,9.9,16.1,40,5.7,,4,5.7
2019/11/21,45,45,0,23,22,12.3,9.3,16.1,44,3.6,,9.3,6.3
2019/11/22,58,58,0,25,33,8.8,6.7,11.5,84,5.6,52.5,0,9.5
2019/11/23,41,41,0,23,18,11.8,10.0,13.2,97,7.4,29.0,0,13.5
2019/11/24,66,65,1,27,39,17.1,13.2,20.5,91,4.0,2.5,0.7,17.8
2019/11/25,114,113,1,57,57,16.9,13.6,20.6,85,2.6,0.0,2.5,16.4
2019/11/26,94,93,1,47,47,9.7,7.9,13.6,78,3.4,0.0,0,9.3
2019/11/27,58,55,3,35,23,9.5,7.7,11.2,89,3.0,6.5,0,10.5
2019/11/28,66,63,3,33,33,9.4,6.1,12.8,77,3.3,7.0,0,9.2
2019/11/29,91,87,4,46,45,6.8,3.9,10.6,51,2.6,,9.5,4.9
2019/11/30,95,94,1,55,40,8.3,4.3,12.4,52,3.3,,9.7,5.5
2019/12/1,57,57,0,32,25,9.5,5.6,14.8,66,2.7,,5.1,8.0
2019/12/2,175,173,2,92,83,12.9,8.0,18.0,87,3.5,82.5,0.5,13.3
2019/12/3,137,137,0,83,54,12.8,10.3,16.6,55,3.1,0.0,7.2,8.1
2019/12/4,133,131,2,67,66,11.1,6.2,15.9,51,2.2,,9.7,6.8
2019/12/5,170,170,0,101,69,10.0,6.7,14.4,54,2.6,,6.4,6.6
2019/12/6,211,209,2,120,91,8.7,7.3,10.4,46,3.4,,0,5.1
2019/12/7,148,146,2,68,80,5.8,4.2,7.5,72,3.0,5.0,0,6.5
2019/12/8,130,128,2,63,67,8.2,3.8,12.9,58,2.5,,9.5,6.3
2019/12/9,388,384,4,198,190,7.1,4.5,9.5,64,4.6,0.5,3.8,6.5
2019/12/10,271,270,1,140,131,10.7,7.1,13.9,83,2.7,5.0,1.4,10.7
2019/12/11,249,246,3,129,120,12.5,9.7,15.9,84,2.3,3.5,6.4,12.2
2019/12/12,312,311,1,166,146,12.7,8.8,18.8,60,5.0,,9.5,8.7
2019/12/13,327,323,4,163,164,8.3,7.0,9.9,49,3.6,,0.4,5.4
2019/12/14,240,239,1,122,118,10.4,4.6,16.8,53,4.1,,9.3,6.7
2019/12/15,158,158,0,87,71,9.6,6.8,12.9,45,4.6,,6.8,5.3
2019/12/16,483,482,1,230,253,8.7,4.0,12.8,60,3.0,,8.7,6.8
2019/12/17,377,377,0,188,189,9.0,6.7,11.1,84,2.7,3.5,1.4,9.6
2019/12/18,355,355,0,182,173,12.5,8.2,18.2,71,3.4,0.5,7.6,10.1
2019/12/19,370,370,0,198,172,9.7,8.3,11.7,71,2.9,0.0,0,8.5
2019/12/20,363,363,0,193,170,10.8,7.4,15.0,68,2.8,0.0,6.9,8.7
2019/12/21,336,336,0,174,162,9.0,7.2,10.2,71,3.2,0.0,0.1,8.1
2019/12/22,167,167,0,83,84,7.3,5.6,8.7,85,4.4,24.0,0,8.6
2019/12/23,603,603,0,299,304,7.2,3.6,11.8,80,3.1,9.0,3.1,8.1
2019/12/24,385,385,0,205,180,8.6,6.0,12.7,53,4.5,,7.7,5.8
2019/12/25,355,355,0,202,153,6.9,5.0,10.6,53,2.9,0.0,1.8,5.3
2019/12/26,385,385,0,186,199,8.9,5.5,12.0,65,2.7,0.0,0.1,7.5
2019/12/27,357,357,0,175,182,9.4,5.7,15.2,64,5.1,0.0,6.3,7.5
2019/12/28,291,291,0,147,144,7.3,4.6,11.2,43,5.6,,8.6,4.3
2019/12/29,194,194,0,98,96,8.2,4.9,10.6,47,2.6,,6.7,5.1
2019/12/30,270,270,0,134,136,8.1,6.2,14.5,70,2.9,0.5,0,7.7
2019/12/31,256,256,0,144,112,10.0,4.7,20.3,58,5.2,0.0,6.6,7.3
